id,english,translation
0x22680744,"No data detected in slot.","슬롯에 데이터가 없습니다."
0x22729448,"\n","\n"
0x22730F10,"LOCK BYPASSED","잠금 해제"
0x228404AD,"Shoot the limbs off of enemies for extra damage.","적의 팔다리를 쏴서 떨어뜨리면 추가 피해를 줄 수 있다."
0x22B358D0,"FOUND THE DATA BOARD","데이터보드 발견"
0x22C9761D,"C'mon! C'mon! Let me out! Nooooo...","제발! 제발! 내보내줘요! 안 돼애애…"
0x22CBBEA5,"COLONIST PROBLEMS","콜로니인의 문제"
0x2302142E,"Use the Map Screen to check objectives and important locations.","지도 화면에서 목표와 중요한 위치를 확인할 수 있다."
0x230F8273,"Continue Game","계속하기"
0x23167016,"Release the Shuttle","우주선의 고정 장치를 풀어라"
0x236E5E6C,"Kanji","한자"
0x238023AF,"Use the Locator System to find your next objective.","추적장치로 다음 목표를 찾을 수 있다."
0x23C13441,"EA Certification","EA 인증"
0x23E2845B,"FLAME FUEL","기름통"
0x23F0A0FD,"Liu Bo Jian","Liu Bo Jian"
0x23FE3330,"Buy new weapons and items at the Store, and place extra items in the Safe.","상점에서 새 무기와 아이템을 구매하고, 남는 아이템은 보관함에 넣어둘 수 있다."
0x24194FA6,"Kendra thinks she can create an agent that will poison and kill the creature on Hydroponics that is contaminating the life support system.  Bio-chemistry is a little out of my field.  I'll have to trust her.","켄드라는 생명 유지 시스템을 오염시키고 있는 재배구역의 괴물을 독살할 약품을 만들 수 있다고 생각한다. 생화학은 내 전공과는 좀 거리가 멀다. 켄드라를 믿는 수밖에…"
0x243E57FE,"S.O.S.","S.O.S."
0x246ECAAE,"Chapter 10:\nEnd of Days","10장:\n최후의 날"
0x246ECAAF,"Chapter 11:\nAlternate Solutions","11장:\n대안 해결책"
0x246ECAB0,"Chapter 12:\nDead Space","12장:\n죽은 우주"
0x247C42B1,"Conserve ammo by dismembering enemy limbs and doing extra damage.","적의 사지를 절단하면 추가 피해를 주고 탄약을 아낄 수 있다."
0x2490149A,"Yuki Yao","Yuki Yao"
0x249C4292,"Dismember 1000 Limbs","1000개의 사지 절단"
0x24F21F7C,"Gravity tethers engaged. Automatic docking procedure is go.","중력 올가미 전개. 자동 도킹 절차 개시."
0x24F21F7E,"Sir! The autodock-","대장님! 자동도킹이-"
0x24F21F80,"We're off-track! We're going to hit the hull!","궤도이탈! 외벽에 충돌합니다!"
0x251306E9,"Senior Localization Testers","수석 현지화 테스터"
0x2589EDFD,"Foot Stomp","발 구르기"
0x258E7437,"Senior QA Director","수석 QA 디렉터"
0x25B1302D,"Chapter","챕터"
0x25B30F0D,"HAMMOND'S ALIVE","해먼드의 생존"
0x25BCF397,"Dead Space IP3","Dead Space IP3"
0x25CB74E2,"CLEAR THE BOULDERS","바위 제거"
0x2649326C,"Nathalie Bonin","Nathalie Bonin"
0x2669FE66,"REPORT FROM KENDRA","켄드라의 보고"
0x267548F4,"Laurent Benes","Laurent Benes"
0x267548F5,"Simon Everett","Simon Everett"
0x267548F6,"John Geraci","John Geraci"
0x267548F7,"Benjamin Guihaire","Benjamin Guihaire"
0x267548F8,"Dan Hamel","Dan Hamel"
0x267548F9,"Jeffrey Litz","Jeffrey Litz"
0x267548FA,"Stuart McVicar","Stuart McVicar"
0x267548FB,"Erik Strickland","Erik Strickland"
0x267548FC,"Ewen Vowels","Ewen Vowels"
0x26EDD962,"ACTIVE","활성"
0x270887EA,"RUN!","뛰어!"
0x27286B63,"Begin cryo process","냉동 작업 시작"
0x2728D5D0,"Chapter 12: Dead Space","12장: 죽은 우주"
0x2729ED8E,"CLAW ENGAGED","기계팔 연결"
0x2735B681,"NEWBORNS","신생아"
0x2749EFF6,"Ron Andaya","Ron Andaya"
0x278A7862,"12","12"
0x27C53121,"PULSE ROUNDS","펄스 라운드"
0x281D4639,"COMPLETED","임무 완료"
0x285FD9F3,"PULSE ROUNDS","펄스 라운드"
0x28C56DC6,"Nicole's alive!  I don't know how she tracked me here, and I don't care.  Kendra betrayed me...this whole time, she was some kind of covert agent.  She's murdered Kyne and taken the Marker and the Shuttle.  If Nicole can help me get the Marker back, I still might be able to end this nightmare.","니콜이 살아있다! 어떻게 날 여기까지 추적했는지는 모르겠지만, 상관없다. 켄드라가 날 배신했다… 지금까지 줄곧 비밀요원이었던 것이다. 켄드라는 카인을 살해하고 마커와 우주선을 가져가 버렸다. 니콜이 마커를 되찾는 걸 도와준다면, 아직 이 악몽을 끝낼 수 있을지도 모른다."
0x28DB44C5,"Dan Green","Dan Green"
0x2901F495,"Senior Environment Artists","수석 환경 아티스트"
0x290611A7,"Jonathan Hackett","Jonathan Hackett"
0x290611A8,"Chi-Wai Lao","Chi-Wai Lao"
0x290611A9,"Stephen Tang","Stephen Tang"
0x290611AA,"Gil Valadez","Gil Valadez"
0x2945C2B0,"PERSONAL LOG\nDR. KYNE, T. (CHIEF SCIENCE OFFICER)\nThe vidlogs from the colony are poor quality, but the artifact does indeed appear to be a genuine Marker, the first to be found in Unitology's two hundred year history. I'm eager to get it on board the ship so I can study it properly.\n\nThe potential here is enormous. Not just for me personally, though it's true I've dreamed of such a discovery for decades. But also to humanity, and the Church of Unitology in particular. \n\nThis Marker could herald the dawn of a new age for mankind, and I will do my part to ensure it comes to pass. I know the Church will be grateful, but the true recognition will come from all of humanity. On this day, we are blessed.","개인 기록\n카인 T. 박사 (수석 과학관)\n콜로니에서 온 영상 기록은 화질이 나쁘지만, 유물은 정말로 진짜 마커인 것 같다. 유니톨로지 200년 역사상 처음으로 발견된 마커다. 제대로 연구할 수 있도록 어서 우주선에 싣고 싶다.\n\n여기에 담긴 가능성은 엄청나다. 수십 년 동안 이런 발견을 꿈꿔온 건 사실이지만, 나 개인에게만 그런 것이 아니다. 인류에게, 그리고 특히 유니톨로지 교회에게도 그렇다. \n\n이 마커는 인류에게 새 시대의 여명을 알리는 전조가 될 수도 있으며, 나는 그 일이 실현되도록 내 역할을 다할 것이다. 교회도 감사하겠지만, 진정한 인정은 인류 전체로부터 올 것이다. 오늘, 우리는 축복받았다."
0x294A9D23,"Reset to default","기본값으로 초기화"
0x29A533FA,"KENDRA HEADING TO FLIGHT","비행 갑판으로 향하는 켄드라"
0x29ACC169,"Kill the Leviathan","거대괴물을 제거하라"
0x29AF9B97,"Ripper Energy Schematic","리퍼 에너지 설계도"
0x29D885E3,"Mined asteroids are held in place by gravity tether beams.  I need to disable all of them in order to launch the asteroid away from the ship.  A clean shot past their outer casing should do the trick.","채굴된 소행성은 중력 올가미 빔으로 고정되어 있다. 소행성을 우주선 밖으로 발사하려면 전부 무력화해야 한다. 외부 덮개를 피해 정확히 맞히면 될 것이다."
0x29DE4324,"Ammo for the Flamethrower.","화염 방사기의 연료."
0x29F70BDE,"Laura Larson","Laura Larson"
0x29FAFF42,"Senior QA Manager","수석 QA 매니저"
0x2A083E27,"CROSS REPORT 2","크로스의 보고 2"
0x2A089E91,"QA Shared Services Manager","QA 공유 서비스 매니저"
0x2A31A630,"Ragdoll Check","래그돌 검사"
0x2A356CBE,"PROCESSING ROOM PROBLEM","처리실 문제"
0x2A37CFAD,"shots left","발 남음"
0x2A648A5C,"Starting Game.  Level 1.","게임 시작. 레벨 1."
0x2A648A8D,"Level 2","레벨 2"
0x2A648A8E,"Level 3","레벨 3"
0x2A658A97,"Level 4","레벨 4"
0x2A658A98,"Level 5","레벨 5"
0x2A658A99,"Level 6","레벨 6"
0x2A658A9A,"Level 7","레벨 7"
0x2A658A9B,"Level 8","레벨 8"
0x2A658A9C,"Level 9","레벨 9"
0x2A658A9D,"Level 10","레벨 10"
0x2A658A9E,"Level 11","레벨 11"
0x2A658A9F,"Level 12","레벨 12"
0x2A658AA0,"Level 13","레벨 13"
0x2A658AC8,"Level 14","레벨 14"
0x2A658AC9,"Level 15","레벨 15"
0x2A658ACA,"Level 16","레벨 16"
0x2A658ACB,"Level 17","레벨 17"
0x2A658ACC,"Level 18","레벨 18"
0x2A658ACD,"Level 19","레벨 19"
0x2A668AD6,"Level 20","레벨 20"
0x2A678B1B,"Game Over!","게임 오버!"
0x2A88ABB7,"SHOP","상점"
0x2A9D7DFE,"Exit to Windows","윈도우로 나가기"
0x2AA6C7AB,"TEMPLE REPORT 1","템플의 보고 1"
0x2AB08DC1,"Goal!","골인!"
0x2AB18DCB,"Good Game Isaac Clarke.","좋은 게임이었습니다, 아이작 클라크."
0x2AB7CA72,"[LStick]","[LStick]"
0x2ABF23F5,"[Mouse_Cancel]BACK","[Mouse_Cancel]뒤로"
0x2AC43EBA,"Find The S.O.S. Beacon","구조 신호 장치를 찾아라"
0x2AD23F00,"//save game","// 저장"
0x2AF6DB87,"Weapon Slot Down","무기칸 아래"
0x2B0E797E,"Medium","보통"
0x2B135367,"[ p.m.]","[ 오후]"
0x2B14663F,"Senior Test Leads","수석 테스트 리드"
0x2BDD511E,"Survivor","생존자"
0x2C73BC82,"Zhang Bo","Zhang Bo"
0x2C73BC83,"Wang Jian Fei","Wang Jian Fei"
0x2C73BC84,"Yuan Zhao Guo","Yuan Zhao Guo"
0x2C73BC85,"Zhang Yi Peng","Zhang Yi Peng"
0x2C73BC86,"Cai Yang","Cai Yang"
0x2C96BB29,"Core QA Team","핵심 QA 팀"
0x2CCECFED,"Ariel Alvarez","Ariel Alvarez"
0x2CCECFEE,"Ian Ameling","Ian Ameling"
0x2CCECFEF,"Nate Bowden","Nate Bowden"
0x2CCECFF0,"Ryan Church","Ryan Church"
0x2CCECFF1,"Jason Courtney","Jason Courtney"
0x2CCECFF2,"Jens Holdener","Jens Holdener"
0x2CCECFF3,"George Hull","George Hull"
0x2CCECFF4,"Jeong Keum","Jeong Keum"
0x2CCECFF5,"Jesse Lee","Jesse Lee"
0x2D080542,"THERMITE","고열폭약"
0x2D1497D1,"East Grow Chamber","동쪽 성장실"
0x2D1497D2,"Refrigeration East","냉동실 동쪽"
0x2D1497D3,"Hydroponics Control","재배구역 통제실"
0x2D1497D4,"West Grow Chamber","서쪽 성장실"
0x2D1497D5,"Refrigeration West","냉동실 서쪽"
0x2D1497D7,"Food Storage","식량 저장고"
0x2D1A07C2,"MPEG Layer-3 audio coding technology licensed from","MPEG Layer-3 오디오 코딩 기술 라이선스 제공:"
0x2D1A07C3,"Fraunhofer IIS and THOMSON multimedia.","Fraunhofer IIS 및 THOMSON multimedia."
0x2D37B946,"POWER LOCK\nENABLED","전원 잠금\n작동 중"
0x2D37B947,"OVERRIDE?","강제 해제?"
0x2D37B948,"Use 1 power node to override lock","파워 노드 1개로 잠금 강제 해제"
0x2D37B949,"CONTINUE?","계속?"
0x2D37B94A,"This will use 1 power node","파워 노드 1개를 사용합니다"
0x2D37B94B,"YES","네"
0x2D37B94C,"NO","아니오"
0x2D37B94D,"DENIED","거부됨"
0x2D37B94E,"NOT ENOUGH POWER NODES IN YOUR INVENTORY","가방에 파워 노드가 부족합니다"
0x2D552106,"Walter Grinberg","Walter Grinberg"
0x2D5552D7,"Assistant Sound Designers","보조 사운드 디자이너"
0x2D6907ED,"Shoot 50 objects using Kinesis","유도장비로 물체 50개 발사"
0x2D85B7D5,"BATCH MIXER","혼합기"
0x2D90A9CA,"LINE GUN","라인 건"
0x2DB4BAFB,"SUB-OBJECTIVE\nCOMPLETE","부가 목표\n완료"
0x2DD56F3A,"Recycle the Atmosphere","공기를 순환시켜라"
0x2DEB3C74,"LINE RACKS","라인 랙"
0x2DF74BB3,"FORCE ENERGY","포스 에너지"
0x2E1DA1BD,"OBJECTIVE\nADDED","목표\n추가"
0x2E4EC8B6,"Video","비디오"
0x2E5B98BC,"Ammo for the Pulse Rifle.","펄스 라이플 탄약."
0x2E9809AC,"TIMER","타이머"
0x2E9809AD,"BASKETBALL CONTROL","농구 조종"
0x2E9809AE,"GAME ON!!!","게임 시작!!!"
0x2E9809AF,"HIGH SCORE","최고 점수"
0x2E9809B0,"MULTIPLIER","배율"
0x2EA2F12F,"Accept","확인"
0x2EF2F520,"HIT POINTS","생명 수치"
0x2F22A596,"Secondary","보조 공격"
0x2F7F22A5,"Standby","대기"
0x2F94ABCC,"Discharge of personal weapons in enlisted quarters detected. This area is now in lockdown.","사병 숙소에서 개인 화기 발사가 감지되었습니다. 이 구역은 현재 봉쇄되었습니다."
0x2F95ABDD,"Warning. Dangerous radiation levels detected. Safety lock engaged.","경고. 위험 수준의 방사능 감지. 안전 장치 작동."
0x2F95ABDE,"Level five hazardous conditions beyond this area. Entrance denied.","이 구역 너머는 5단계 위험 상태입니다. 출입이 거부되었습니다."
0x2F97BC20,"Made it inside.  Now I just have to find a way to the engine room and salvage the Singularity Core.","안으로 들어왔다. 이제 엔진실로 가는 길을 찾아 특이성 코어를 회수하기만 하면 된다."
0x2FAA4B51,"Shhh, shhh, it's all right, McCoy... He's here... Nothing to be afraid of... I knew you would come... just like you said... I, I,  saved this for you... Can I go now? McCoy wants to take me... to the shuttle...","쉬잇, 쉬잇, 괜찮아, 맥코이… 그 사람이 왔어… 무서워할 거 없어… 오실 줄 알았어요… 말씀하신 대로… 저, 저, 이걸 드리려고 간직해 뒀어요… 이제 가도 되나요? 맥코이가 저를 데려가고 싶어해요… 우주선으로…"
0x2FAB5A60,"Bring this schematic to the store to unlock the Ripper Energy.","이 설계도를 상점에 가져가면 리퍼 에너지의 잠금이 해제됩니다."
0x2FB26546,"Chuck Beaver","Chuck Beaver"
0x2FB26547,"Steve Papoutsis","Steve Papoutsis"
0x2FC2D918,"CANCEL","취소"
0x3001502F,"Subtitles","자막"
0x303DC5DE,"Hostile intruders detected.  Safety catches released on all weapons.","적대적 침입자 발견. 모든 무기의 안전장치를 해제합니다."
0x303DC5DF,"Massive structural failure detected across all decks.","모든 갑판에서 대규모 구조 손상이 감지되었습니다."
0x303DC5E0,"All personnel report to battle stations.","전 대원은 전투 위치로 이동하십시오."
0x303DC5E1,"Unknown weapon discharged in enlisted quarters.  Lockdown initiated.","사병 숙소에서 미확인 무기가 발사되었습니다. 봉쇄를 시작합니다."
0x303DC5E2,"Weapon identified as authorized CEC equipment.  Lockdown lifted.","해당 무기는 CEC 인가 장비로 확인되었습니다. 봉쇄를 해제합니다."
0x303DC5E3,"Engine power failure.","엔진전원이 끊어졌습니다."
0x3040C66C,"Warning.  Catastrophic failure of fuel containment.  Evacuate the vessel immediately.","경고. 연료 격납 장치에 치명적인 고장 발생. 즉시 함선에서 대피하십시오."
0x304B0B64,"Brawler","싸움꾼"
0x308AC953,"Radioactive material removed.","방사능 물질이 제거되었습니다."
0x308AC954,"Radiation hazard clear. Safety lock released.","방사능 위험 소멸. 안전 장치를 해제합니다."
0x30BED5F2,"Lockdown initiated.","봉쇄 시작."
0x30BED5F3,"Lockdown lifted.","봉쇄 해제."
0x30E69FBA,"Restore Life Support","생명유지장치를 복구하라"
0x31287124,"Hammond wants me to prep the Kellion for launch despite the damage it took on our landing.  I can probably get it functional, but I'm not sure how far we can get in it.","해먼드는 착륙 때 입은 손상에도 불구하고 켈리온의 발사 준비를 해달라고 한다. 작동하게 만들 수는 있겠지만, 그걸로 얼마나 멀리 갈 수 있을지는 모르겠다."
0x314B4809,"Now that I've got the Singularity Core, I need to find the shuttle on this deck and repair it.  It's the only way to get off this ship.","특이성 코어를 손에 넣었으니, 이제 이 갑판에 있는 우주선을 찾아 수리해야 한다. 이 우주선에서 탈출할 유일한 방법이다."
0x31540BFF,"Fire","발사"
0x3156DFE3,"DNA NEEDED","DNA 필요"
0x31891246,"Chapter 1","1장"
0x31891247,"Chapter 2","2장"
0x31891248,"Chapter 3","3장"
0x31891249,"Chapter 4","4장"
0x3189124A,"Chapter 5","5장"
0x3189124B,"Chapter 6","6장"
0x3189124C,"Chapter 7","7장"
0x3189124D,"Chapter 8","8장"
0x3189124E,"Chapter 9","9장"
0x318A1284,"Chapter 10","10장"
0x318A1285,"Chapter 11","11장"
0x318A1286,"Chapter 12","12장"
0x31B217E9,"Music Composed and Conducted by Jason Graves","음악 작곡 및 지휘: Jason Graves"
0x31B217EA,"in association with Rod Abernethy","협력: Rod Abernethy"
0x31B217EB,"\n","\n"
0x31D6BC22,"ENGINES FIRING","-엔진 점화-"
0x31E3C8B9,"FEEDING SYSTEM OFFLINE","급식 시스템 작동 중지"
0x31E45F64,"ALMOST FIXED","거의 복구"
0x31E7527B,"Cannon Fodder","총알받이"
0x32431EB8,"[RSTop]","[RSTop]"
0x32A21FF7,"Video Editor and Compositor","영상 편집 및 합성"
0x32C12E39,"[RSTop]","[RSTop]"
0x32DA3A95,"MEET ON THE FLIGHT DECK","비행 갑판에서 합류"
0x330B39FB,"Falk Hesse","Falk Hesse"
0x330B39FC,"Romain Pillard","Romain Pillard"
0x33178706,"Mouse Modifier","마우스 보조 키"
0x33ACE49E,"Kill the Slug Boss","슬러그 보스를 처치하라"
0x33E6FB3D,"Ammo for the Line Gun.","라인 건 탄약."
0x33F30A7C,"Ammo for the Force Gun.","포스건 탄약."
0x33F7D03A,"Go to the Tram Station","정거장으로 가라"
0x34151382,"Repairs in Progress.  Please Stand By.","수리 중입니다. 잠시 기다려 주십시오."
0x34358099,"Audio Engineering","오디오 엔지니어링"
0x34449355,"QTY","수량"
0x346AE8E2,"SCHEMATIC TEMP","설계도 임시"
0x347FDAE6,"LINE GUN","라인 건"
0x34E1A107,"ARMOR","방어력"
0x3577205C,"Aim Mode","조준"
0x358031D1,"QA Tools","QA 툴"
0x3591AEF3,"[MenuB]Back","[MenuB]뒤로"
0x35A64169,"//visuals","// 화면 설정"
0x35C3E65E,"Captain Mathius' RIG, containing his access codes.","접속 코드가 들어 있는 머싸이어스 선장의 RIG."
0x35D64FE0,"BACKGROUND REQUEST","배경 요구 사항"
0x361AA249,"Chemical mixture with an alien DNA sample.","외계 DNA 샘플이 섞인 화학 혼합물."
0x3638A602,"R Alt","R Alt"
0x367134CB,"You can move items from the Inventory here.","가방에 있는 아이템을 이곳으로 옮길 수 있습니다."
0x36787A56,"NICOLE'S FAREWELL","니콜의 작별"
0x368ECB4E,"Stasis Recharge","감속장비 충전"
0x3694B88F,"CRYO CHAMBER","@ 냉동장치"
0x370A7E46,"I don't know where Nicole went, but she said I need to restore power to the bridges.  There's a zero-g maintenance tube nearby that should have a power grid inside.","니콜이 어디로 갔는지는 모르지만, 브릿지에 전원을 복구해야 한다고 했다. 근처에 무중력 관리 튜브가 있는데, 그 안에 전력망이 있을 것이다."
