id,english,translation
0x228404AD,"Shoot the limbs off of enemies for extra damage.","사지절단으로 더 큰 피해를 줄 수 있다."
0x22B358D0,"FOUND THE DATA BOARD","데이터보드 발견"
0x22C9761D,"C'mon! C'mon! Let me out! Nooooo...","여기에요!빨리! 내보내줘요! 으악-!"
0x22CBBEA5,"COLONIST PROBLEMS","콜 로 니 인 의 문 제"
0x2302142E,"Use the Map Screen to check objectives and important locations.","지도를 통해 목표와 중요한 위치를 알 수 있다."
0x230F8273,"Continue Game","계 속 하 기"
0x23167016,"Release the Shuttle","우주선의 고정 장치를 풀어라"
0x236E5E6C,"Kanji","< 번역 누락 : 0x236E5E6C >"
0x238023AF,"Use the Locator System to find your next objective.","추적장치로 다음 목표를 알 수 있다."
0x23C13441,"EA Certification","< 번역 누락 : 0x23C13441 >"
0x23E2845B,"FLAME FUEL","기름통"
0x23F0A0FD,"Liu Bo Jian","< 번역 누락 : 0x23F0A0FD >"
0x23FE3330,"Buy new weapons and items at the Store, and place extra items in the Safe.","상점에서 새 무기와 아이템을 구매하고 보관할 수 있다."
0x24194FA6,"Kendra thinks she can create an agent that will poison and kill the creature on Hydroponics that is contaminating the life support system.  Bio-chemistry is a little out of my field.  I'll have to trust her.","생화학은 내 전공이 아니다.켄드라를 믿는수 밖에…"
0x243E57FE,"S.O.S.","< 번역 누락 : 0x243E57FE >"
0x246ECAAE,"Chapter 10:\nEnd of Days","< 번역 누락 : 0x246ECAAE >"
0x246ECAAF,"Chapter 11:\nAlternate Solutions","< 번역 누락 : 0x246ECAAF >"
0x246ECAB0,"Chapter 12:\nDead Space","< 번역 누락 : 0x246ECAB0 >"
0x247C42B1,"Conserve ammo by dismembering enemy limbs and doing extra damage.","사지를 잘라내어 추가 피해를 주고 탄약을 아낄 수 있다."
0x2490149A,"Yuki Yao","< 번역 누락 : 0x2490149A >"
0x249C4292,"Dismember 1000 Limbs","1000 개 의 사 지 절 단"
0x24F21F7C,"Gravity tethers engaged. Automatic docking procedure is go.","중력올가미 전개.자동도킹 시작."
0x24F21F7E,"Sir! The autodock-","이런!자동도킹이--"
0x24F21F80,"We're off-track! We're going to hit the hull!","궤도이탈!외벽에 충돌합니다!"
0x251306E9,"Senior Localization Testers","< 번역 누락 : 0x251306E9 >"
0x2589EDFD,"Foot Stomp","발 구 르 기"
0x258E7437,"Senior QA Director","< 번역 누락 : 0x258E7437 >"
0x25B1302D,"Chapter","< 번역 누락 : 0x25B1302D >"
0x25B30F0D,"HAMMOND'S ALIVE","헤 먼 드 의 생 존"
0x25BCF397,"Dead Space IP3","< 번역 누락 : 0x25BCF397 >"
0x25CB74E2,"CLEAR THE BOULDERS","바 위 제 거"
0x2649326C,"Nathalie Bonin","< 번역 누락 : 0x2649326C >"
0x2669FE66,"REPORT FROM KENDRA","켄 트 라 의 보 고"
0x267548F4,"Laurent Benes","< 번역 누락 : 0x267548F4 >"
0x267548F5,"Simon Everett","< 번역 누락 : 0x267548F5 >"
0x267548F6,"John Geraci","< 번역 누락 : 0x267548F6 >"
0x267548F7,"Benjamin Guihaire","< 번역 누락 : 0x267548F7 >"
0x267548F8,"Dan Hamel","< 번역 누락 : 0x267548F8 >"
0x267548F9,"Jeffrey Litz","< 번역 누락 : 0x267548F9 >"
0x267548FA,"Stuart McVicar","< 번역 누락 : 0x267548FA >"
0x267548FB,"Erik Strickland","< 번역 누락 : 0x267548FB >"
0x267548FC,"Ewen Vowels","< 번역 누락 : 0x267548FC >"
0x26EDD962,"ACTIVE","< 번역 누락 : 0x26EDD962 >"
0x270887EA,"RUN!","뛰어!"
0x27286B63,"Begin cryo process","냉 동 작 업 시 작"
0x2728D5D0,"Chapter 12: Dead Space","< 번역 누락 : 0x2728D5D0 >"
0x2729ED8E,"CLAW ENGAGED","기계팔 연결"
0x2735B681,"NEWBORNS","신 생 아"
0x2749EFF6,"Ron Andaya","< 번역 누락 : 0x2749EFF6 >"
0x278A7862,"12","< 번역 누락 : 0x278A7862 >"
0x27C53121,"PULSE ROUNDS","펄스 라운드"
0x281D4639,"COMPLETED","임 무 완 료"
0x285FD9F3,"PULSE ROUNDS","펄스 라운드"
0x28C56DC6,"Nicole's alive!  I don't know how she tracked me here, and I don't care.  Kendra betrayed me...this whole time, she was some kind of covert agent.  She's murdered Kyne and taken the Marker and the Shuttle.  If Nicole can help me get the Marker back, I still might be able to end this nightmare.","니콜이 살아있다! 켄드라가 배신하다니…"
0x28DB44C5,"Dan Green","< 번역 누락 : 0x28DB44C5 >"
0x2901F495,"Senior Environment Artists","< 번역 누락 : 0x2901F495 >"
0x290611A7,"Jonathan Hackett","< 번역 누락 : 0x290611A7 >"
0x290611A8,"Chi-Wai Lao","< 번역 누락 : 0x290611A8 >"
0x290611A9,"Stephen Tang","< 번역 누락 : 0x290611A9 >"
0x290611AA,"Gil Valadez","< 번역 누락 : 0x290611AA >"
0x2945C2B0,"PERSONAL LOG\nDR. KYNE, T. (CHIEF SCIENCE OFFICER)\nThe vidlogs from the colony are poor quality, but the artifact does indeed appear to be a genuine Marker, the first to be found in Unitology's two hundred year history. I'm eager to get it on board the ship so I can study it properly.\n\nThe potential here is enormous. Not just for me personally, though it's true I've dreamed of such a discovery for decades. But also to humanity, and the Church of Unitology in particular. \n\nThis Marker could herald the dawn of a new age for mankind, and I will do my part to ensure it comes to pass. I know the Church will be grateful, but the true recognition will come from all of humanity. On this day, we are blessed.","< 번역 누락 : 0x2945C2B0 >"
0x294A9D23,"Reset to default","기 본 값 으 로"
0x29A533FA,"KENDRA HEADING TO FLIGHT","켄 드 라"
0x29ACC169,"Kill the Leviathan","거대괴물을 제거하라"
0x29AF9B97,"Ripper Energy Schematic","리퍼 에너지 설계도"
0x29D885E3,"Mined asteroids are held in place by gravity tether beams.  I need to disable all of them in order to launch the asteroid away from the ship.  A clean shot past their outer casing should do the trick.","소행성이 중력올가미에 묶여있다."
0x29DE4324,"Ammo for the Flamethrower.","화염 방사기의 연료"
0x29F70BDE,"Laura Larson","< 번역 누락 : 0x29F70BDE >"
0x29FAFF42,"Senior QA Manager","< 번역 누락 : 0x29FAFF42 >"
0x2A083E27,"CROSS REPORT 2","크 로 스 의 기 록 2"
0x2A089E91,"QA Shared Services Manager","< 번역 누락 : 0x2A089E91 >"
0x2A31A630,"Ragdoll Check","< 번역 누락 : 0x2A31A630 >"
0x2A356CBE,"PROCESSING ROOM PROBLEM","처 리 실 문 제"
0x2A37CFAD,"shots left","< 번역 누락 : 0x2A37CFAD >"
0x2A648A5C,"Starting Game.  Level 1.","게임 시작.레벨 1."
0x2A648A8D,"Level 2","< 번역 누락 : 0x2A648A8D >"
0x2A648A8E,"Level 3","< 번역 누락 : 0x2A648A8E >"
0x2A658A97,"Level 4","< 번역 누락 : 0x2A658A97 >"
0x2A658A98,"Level 5","< 번역 누락 : 0x2A658A98 >"
0x2A658A99,"Level 6","< 번역 누락 : 0x2A658A99 >"
0x2A658A9A,"Level 7","< 번역 누락 : 0x2A658A9A >"
0x2A658A9B,"Level 8","< 번역 누락 : 0x2A658A9B >"
0x2A658A9C,"Level 9","< 번역 누락 : 0x2A658A9C >"
0x2A658A9D,"Level 10","< 번역 누락 : 0x2A658A9D >"
0x2A658A9E,"Level 11","< 번역 누락 : 0x2A658A9E >"
0x2A658A9F,"Level 12","< 번역 누락 : 0x2A658A9F >"
0x2A658AA0,"Level 13","< 번역 누락 : 0x2A658AA0 >"
0x2A658AC8,"Level 14","< 번역 누락 : 0x2A658AC8 >"
0x2A658AC9,"Level 15","< 번역 누락 : 0x2A658AC9 >"
0x2A658ACA,"Level 16","< 번역 누락 : 0x2A658ACA >"
0x2A658ACB,"Level 17","< 번역 누락 : 0x2A658ACB >"
0x2A658ACC,"Level 18","< 번역 누락 : 0x2A658ACC >"
0x2A658ACD,"Level 19","< 번역 누락 : 0x2A658ACD >"
0x2A668AD6,"Level 20","< 번역 누락 : 0x2A668AD6 >"
0x2A678B1B,"Game Over!","< 번역 누락 : 0x2A678B1B >"
0x2A88ABB7,"SHOP","구 매"
0x2A9D7DFE,"Exit to Windows","나 가 기"
0x2AA6C7AB,"TEMPLE REPORT 1","템 플 의 보 고 1"
0x2AB08DC1,"Goal!","골 인!"
0x2AB18DCB,"Good Game Isaac Clarke.","< 번역 누락 : 0x2AB18DCB >"
0x2AB7CA72,"[LStick]","< 번역 누락 : 0x2AB7CA72 >"
0x2ABF23F5,"[Mouse_Cancel]BACK","< 번역 누락 : 0x2ABF23F5 >"
0x2AC43EBA,"Find The S.O.S. Beacon","구조 신호 장치를 찾아라"
0x2AD23F00,"//save game","// 저 장"
0x2AF6DB87,"Weapon Slot Down","무 기 칸 아 래"
0x2B0E797E,"Medium","보 통"
0x2B135367,"[ p.m.]","< 번역 누락 : 0x2B135367 >"
0x2B14663F,"Senior Test Leads","< 번역 누락 : 0x2B14663F >"
0x2BDD511E,"Survivor","< 번역 누락 : 0x2BDD511E >"
0x2C73BC82,"Zhang Bo","< 번역 누락 : 0x2C73BC82 >"
0x2C73BC83,"Wang Jian Fei","< 번역 누락 : 0x2C73BC83 >"
0x2C73BC84,"Yuan Zhao Guo","< 번역 누락 : 0x2C73BC84 >"
0x2C73BC85,"Zhang Yi Peng","< 번역 누락 : 0x2C73BC85 >"
0x2C73BC86,"Cai Yang","< 번역 누락 : 0x2C73BC86 >"
0x2C96BB29,"Core QA Team","< 번역 누락 : 0x2C96BB29 >"
0x2CCECFED,"Ariel Alvarez","< 번역 누락 : 0x2CCECFED >"
0x2CCECFEE,"Ian Ameling","< 번역 누락 : 0x2CCECFEE >"
0x2CCECFEF,"Nate Bowden","< 번역 누락 : 0x2CCECFEF >"
0x2CCECFF0,"Ryan Church","< 번역 누락 : 0x2CCECFF0 >"
0x2CCECFF1,"Jason Courtney","< 번역 누락 : 0x2CCECFF1 >"
0x2CCECFF2,"Jens Holdener","< 번역 누락 : 0x2CCECFF2 >"
0x2CCECFF3,"George Hull","< 번역 누락 : 0x2CCECFF3 >"
0x2CCECFF4,"Jeong Keum","< 번역 누락 : 0x2CCECFF4 >"
0x2CCECFF5,"Jesse Lee","< 번역 누락 : 0x2CCECFF5 >"
0x2D080542,"THERMITE","고열폭약"
0x2D1497D1,"East Grow Chamber","동 쪽 성 장 실"
0x2D1497D2,"Refrigeration East","냉 동 실 동 쪽"
0x2D1497D3,"Hydroponics Control","재배구역 통제실"
0x2D1497D4,"West Grow Chamber","서 쪽 성 장 실"
0x2D1497D5,"Refrigeration West","냉 동 실 서 쪽"
0x2D1497D7,"Food Storage","식 량 저 장 고"
0x2D1A07C2,"MPEG Layer-3 audio coding technology licensed from","< 번역 누락 : 0x2D1A07C2 >"
0x2D1A07C3,"Fraunhofer IIS and THOMSON multimedia.","< 번역 누락 : 0x2D1A07C3 >"
0x2D37B946,"POWER LOCK\nENABLED","전 원 차 단 중"
0x2D37B947,"OVERRIDE?","연 결?"
0x2D37B948,"Use 1 power node to override lock","연 결 = 파 워 노 드 ［1］"
0x2D37B949,"CONTINUE?","실 행?"
0x2D37B94A,"This will use 1 power node","파워 노드 1 사용"
0x2D37B94B,"YES","네"
0x2D37B94C,"NO","아니오"
0x2D37B94D,"DENIED","< 번역 누락 : 0x2D37B94D >"
0x2D37B94E,"NOT ENOUGH POWER NODES IN YOUR INVENTORY","파 워 노 드 부 족"
0x2D552106,"Walter Grinberg","< 번역 누락 : 0x2D552106 >"
0x2D5552D7,"Assistant Sound Designers","< 번역 누락 : 0x2D5552D7 >"
0x2D6907ED,"Shoot 50 objects using Kinesis","유도장비로 50개의 목표물 발사"
0x2D85B7D5,"BATCH MIXER","혼 합 기"
0x2D90A9CA,"LINE GUN","라 인 건"
0x2DB4BAFB,"SUB-OBJECTIVE\nCOMPLETE","부 가 목 표 완 료"
0x2DD56F3A,"Recycle the Atmosphere","공기를 순환시켜라"
0x2DEB3C74,"LINE RACKS","라 인 랙"
0x2DF74BB3,"FORCE ENERGY","포스 에너지"
0x2E1DA1BD,"OBJECTIVE\nADDED","목 표 추 가"
0x2E4EC8B6,"Video","< 번역 누락 : 0x2E4EC8B6 >"
0x2E5B98BC,"Ammo for the Pulse Rifle.","펄스 라이플 탄약"
0x2E9809AC,"TIMER","타 이 머"
0x2E9809AD,"BASKETBALL CONTROL","농 구 조 종"
0x2E9809AE,"GAME ON!!!","시 작!!"
0x2E9809AF,"HIGH SCORE","최 고 점 수"
0x2E9809B0,"MULTIPLIER","승 수"
0x2EA2F12F,"Accept","< 번역 누락 : 0x2EA2F12F >"
0x2EF2F520,"HIT POINTS","생 명 수 치"
0x2F22A596,"Secondary","보 조 공 격"
0x2F7F22A5,"Standby","점 검 중"
0x2F94ABCC,"Discharge of personal weapons in enlisted quarters detected. This area is now in lockdown.","무기의 사용이 감지되었습니다.이 지역은 비상상태로 돌입합니다."
0x2F95ABDD,"Warning. Dangerous radiation levels detected. Safety lock engaged.","경고. 위험 수준의 방사능 감지. 안전 장치 작동."
0x2F95ABDE,"Level five hazardous conditions beyond this area. Entrance denied.","위험 수준 5단계 초과. 출입을 통제합니다."
0x2F97BC20,"Made it inside.  Now I just have to find a way to the engine room and salvage the Singularity Core.","우선 엔진실로 가는 길을 찾아야 한다."
0x2FAA4B51,"Shhh, shhh, it's all right, McCoy... He's here... Nothing to be afraid of... I knew you would come... just like you said... I, I,  saved this for you... Can I go now? McCoy wants to take me... to the shuttle...","쉬….괜찮아,맥코이…그 사람이 왔어…걱정하지마… 오실줄 알고 이걸 간직해 두었습니다.이제 가도 되나요?맥코이가 같이 우주선에 가자고…"
0x2FAB5A60,"Bring this schematic to the store to unlock the Ripper Energy.","상점에 가져가면 잠금이 해제됩니다."
0x2FB26546,"Chuck Beaver","< 번역 누락 : 0x2FB26546 >"
0x2FB26547,"Steve Papoutsis","< 번역 누락 : 0x2FB26547 >"
0x2FC2D918,"CANCEL","취 소"
0x3001502F,"Subtitles","자 막"
0x303DC5DE,"Hostile intruders detected.  Safety catches released on all weapons.","침입자 발견. 모든 무기의 안전장치를 해제합니다."
0x303DC5DF,"Massive structural failure detected across all decks.","대규모의 피해가 모든 갑판에서 감지되었습니다."
0x303DC5E0,"All personnel report to battle stations.","전 대원은 전투 부서에 보고하십시오."
0x303DC5E1,"Unknown weapon discharged in enlisted quarters.  Lockdown initiated.","사병 숙소에 미확인 무기가 반출되었습니다. 제한 시작."
0x303DC5E2,"Weapon identified as authorized CEC equipment.  Lockdown lifted.","무기는 CEC의 허가된 장비로 판명되었습니다. 제한 해제."
0x303DC5E3,"Engine power failure.","엔진전원이 끊어졌습니다."
0x3040C66C,"Warning.  Catastrophic failure of fuel containment.  Evacuate the vessel immediately.","경고. 연료계통에 심각한 고장 발생. 즉시 대피하십시오."
0x304B0B64,"Brawler","말 다 툼"
0x308AC953,"Radioactive material removed.","방사능 물질이 제거되었습니다."
0x308AC954,"Radiation hazard clear. Safety lock released.","방사능 위험 소멸. 안전 장치를 해제합니다."
0x30BED5F2,"Lockdown initiated.","잠금장치 작동."
0x30BED5F3,"Lockdown lifted.","잠금장치 해제."
0x30E69FBA,"Restore Life Support","생명유지장치 복구"
0x31287124,"Hammond wants me to prep the Kellion for launch despite the damage it took on our landing.  I can probably get it functional, but I'm not sure how far we can get in it.","발사장치 점검을 위해 켈리온으로 돌아가야 한다."
0x314B4809,"Now that I've got the Singularity Core, I need to find the shuttle on this deck and repair it.  It's the only way to get off this ship.","우주선만이 여기를 탈출할 유일한 방법이다."
0x31540BFF,"Fire","발 사"
0x3156DFE3,"DNA NEEDED","DNA가 필요하다"
0x31891246,"Chapter 1","< 번역 누락 : 0x31891246 >"
0x31891247,"Chapter 2","< 번역 누락 : 0x31891247 >"
0x31891248,"Chapter 3","< 번역 누락 : 0x31891248 >"
0x31891249,"Chapter 4","< 번역 누락 : 0x31891249 >"
0x3189124A,"Chapter 5","< 번역 누락 : 0x3189124A >"
0x3189124B,"Chapter 6","< 번역 누락 : 0x3189124B >"
0x3189124C,"Chapter 7","< 번역 누락 : 0x3189124C >"
0x3189124D,"Chapter 8","< 번역 누락 : 0x3189124D >"
0x3189124E,"Chapter 9","< 번역 누락 : 0x3189124E >"
0x318A1284,"Chapter 10","< 번역 누락 : 0x318A1284 >"
0x318A1285,"Chapter 11","< 번역 누락 : 0x318A1285 >"
0x318A1286,"Chapter 12","< 번역 누락 : 0x318A1286 >"
0x31B217E9,"Music Composed and Conducted by Jason Graves","< 번역 누락 : 0x31B217E9 >"
0x31B217EA,"in association with Rod Abernethy","< 번역 누락 : 0x31B217EA >"
0x31B217EB,"\n","< 번역 누락 : 0x31B217EB >"
0x31D6BC22,"ENGINES FIRING","-엔 진 점 화-"
0x31E3C8B9,"FEEDING SYSTEM OFFLINE","< 번역 누락 : 0x31E3C8B9 >"
0x31E45F64,"ALMOST FIXED","거 의 복 구"
0x31E7527B,"Cannon Fodder","총 알 받 이"
0x32431EB8,"[RSTop]","< 번역 누락 : 0x32431EB8 >"
0x32A21FF7,"Video Editor and Compositor","< 번역 누락 : 0x32A21FF7 >"
0x32C12E39,"[RSTop]","< 번역 누락 : 0x32C12E39 >"
0x32DA3A95,"MEET ON THE FLIGHT DECK","비 행 갑 판 에 서"
0x330B39FB,"Falk Hesse","< 번역 누락 : 0x330B39FB >"
0x330B39FC,"Romain Pillard","< 번역 누락 : 0x330B39FC >"
0x33178706,"Mouse Modifier","마 우 스 이 동"
0x33ACE49E,"Kill the Slug Boss","< 번역 누락 : 0x33ACE49E >"
0x33E6FB3D,"Ammo for the Line Gun.","라인 건 탄약"
0x33F30A7C,"Ammo for the Force Gun.","포스건 탄약."
0x33F7D03A,"Go to the Tram Station","정거장으로 이동하라"
0x34151382,"Repairs in Progress.  Please Stand By.","< 번역 누락 : 0x34151382 >"
0x34358099,"Audio Engineering","< 번역 누락 : 0x34358099 >"
0x34449355,"QTY","< 번역 누락 : 0x34449355 >"
0x346AE8E2,"SCHEMATIC TEMP","< 번역 누락 : 0x346AE8E2 >"
0x347FDAE6,"LINE GUN","라 인 건"
0x34E1A107,"ARMOR","방어력"
0x3577205C,"Aim Mode","조 준"
0x358031D1,"QA Tools","< 번역 누락 : 0x358031D1 >"
0x3591AEF3,"[MenuB]Back","< 번역 누락 : 0x3591AEF3 >"
0x35A64169,"//visuals","// 화 면 설 정"
0x35C3E65E,"Captain Mathius' RIG, containing his access codes.","벤자민 선장의 RIG.접속암호가 있다."
0x35D64FE0,"BACKGROUND REQUEST","배 경 요 구 사 항"
0x361AA249,"Chemical mixture with an alien DNA sample.","외계인 DNA샘플이 포함된 혼합 화학약품."
0x3638A602,"R Alt","< 번역 누락 : 0x3638A602 >"
0x367134CB,"You can move items from the Inventory here.","가방에서 물건을 이동시킬 수 있습니다."
0x36787A56,"NICOLE'S FAREWELL","니 콜 의 작 별"
0x368ECB4E,"Stasis Recharge","감 속 장 비 충 전 기"
0x3694B88F,"CRYO CHAMBER","@ 냉 동 장 치"
0x370A7E46,"I don't know where Nicole went, but she said I need to restore power to the bridges.  There's a zero-g maintenance tube nearby that should have a power grid inside.","전원장치는 무중력 관리튜브에 있다"
0x371BE322,"Find the Peng Treasure","Peng 보물찾기"
0x3741E186,"\nWhat's amazing is the SPEED at which it grows. A single bacterium reproduces twenty-fold in just one minute. I've never seen anything like it. I won't stake my reputation on it, but I think this may be a genuine alien lifeform!\nProf. Hawley theorizes that it's a habitat transformer--the levels of gaseous output are tremendous, which is why it smells so bad--but to what end we simply don't know. I'll keep you posted.\n-Heinrich","< 번역 누락 : 0x3741E186 >"
0x3760B759,"Make us whole again.","우리 다시 하나로…"
0x377441F3,"Control Room","통 제 실"
0x377441F4,"Repair Room","정 비 실"
0x377441F5,"Maintenance Chamber","관 리 작 업 장 치"
0x377441F6,"Maintenance Annex","관 리 구 역 별 관"
0x377441F7,"Mining Bay","채 굴 작 업 장"
0x377441F8,"Mineral Processing","광 물 처 리 작 업 실"
0x379657F9,"Mercenaries 2","< 번역 누락 : 0x379657F9 >"
0x37B52297,"KEY ITEMS","주 요 물 품"
0x3803C4EE,"Beginning Full Diagnostic Scan","종합 진단 검사 시작"
0x381D9663,"Somehow a military ship heard our distress call.  It's unbelievable luck.  Now I just need to see what's wrong with the Comms Array and contact the ship.","통신배열을 확인하고 군함선과 교신해야 한다."
0x3829CAB4,"Follow the Security Team","보안팀을 따라가라"
0x3841308B,"ATMOSPHERE CONTAMINATED","대 기 오 염"
0x389F704F,"LIFE SUPPORT DOWN","생 명 유 지 장 치 정 지"
0x38B2D102,"//Engines","// 엔 진"
0x38B2D103,"//Engineering Deck","// 엔 진 갑 판"
0x38B2D104,"//Hydroponics","// 재 배 구 역"
0x38B2D105,"//Cargo Hold","// 화 물 칸"
0x38B2D106,"//Mining Deck","// 채 굴 갑 판"
0x38B2D107,"//Flight Deck","// 비 행 갑 판"
0x38B2D108,"//Science/Medical Deck","// 과학 / 의료 갑판"
0x38B2D109,"//Crew Deck","// 승 무 원 갑 판"
0x38B2D10A,"//Bridge","// 브 릿 지"
0x38B3D140,"//Colony","// 콜 로 니"
0x38B3D141,"//Ishimura","// 이 시 무 라"
0x38DFBA0F,"REPLACED THE TRAM CAR","전 동 차 교 체"
0x38F81FE4,"CODES RECEIVED","코 드 수 신"
0x3949CF3E,"DEFAULTS","기 본 값"
0x3983BDD4,"Surgeon","< 번역 누락 : 0x3983BDD4 >"
0x39E65B47,"Lead Environment Artist","< 번역 누락 : 0x39E65B47 >"
0x39EF40AE,"LARGE AIR CAN\nSchematic Acquired\nDownload at the Store","< 번역 누락 : 0x39EF40AE >"
0x3A1A313A,"Go to Engineering","엔진실로 가라"
0x3A415698,"That input is already used. Do you want to clear existing usages?","< 번역 누락 : 0x3A415698 >"
